"ESTUDIO";"REGISTRO";"CUES";"CCAA";"PROV";"MUN";"CAPITAL";"ENTREV";"TAMUNI";"TIPO_TEL";"SEXO";"EDAD";"P0";"P1";"ECOPER";"ECOESP";"PESPANNA1";"PESPANNA2";"PESPANNA3";"PPERSONAL1";"PPERSONAL2";"PPERSONAL3";"PREFPTE";"INTENCIONG";"INTENCIONGALTER";"SIMPATIA";"PROBVOTO";"ESCIDEOL";"LIDERESCONOCE_1";"LIDERESCONOCE_2";"LIDERESCONOCE_3";"LIDERESCONOCE_4";"VALORALIDERES_1";"VALORALIDERES_2";"VALORALIDERES_3";"VALORALIDERES_4";"CONFIANZAPTE";"CONFIANZAOPOSIC";"CONOMINIS_1";"CONOMINIS_2";"CONOMINIS_3";"CONOMINIS_4";"CONOMINIS_5";"CONOMINIS_6";"CONOMINIS_7";"CONOMINIS_8";"CONOMINIS_9";"CONOMINIS_10";"CONOMINIS_11";"CONOMINIS_12";"CONOMINIS_13";"CONOMINIS_14";"CONOMINIS_15";"CONOMINIS_16";"CONOMINIS_17";"CONOMINIS_18";"CONOMINIS_19";"CONOMINIS_20";"CONOMINIS_21";"CONOMINIS_22";"VALMINIS_1";"VALMINIS_2";"VALMINIS_3";"VALMINIS_4";"VALMINIS_5";"VALMINIS_6";"VALMINIS_7";"VALMINIS_8";"VALMINIS_9";"VALMINIS_10";"VALMINIS_11";"VALMINIS_12";"VALMINIS_13";"VALMINIS_14";"VALMINIS_15";"VALMINIS_16";"VALMINIS_17";"VALMINIS_18";"VALMINIS_19";"VALMINIS_20";"VALMINIS_21";"VALMINIS_22";"PARTICIPACIONG";"RECUVOTOG";"CERCANIA";"ESCUELA";"NIVELESTENTREV";"RELIGION";"PRACTICARELIG6";"ECIVIL";"SITLAB";"RELALAB";"CNO11";"INGRESHOG";"CLASESOCIAL";"SINCERIDAD";"IA_I501";"IA_I502";"IA_I503";"IA_I504";"IA_I505";"IA_I506";"IA_I507";"IA_I508";"IA_I509";"IA_I510";"IA_I511";"IA_I512";"IA_I513";"IA_I514";"IA_I515";"IA_I516";"IA_I517";"IA_I518";"IA_I519";"IA_I520";"IA_I521";"IA_I522";"IA_I523";"IA_I524";"IA_I525";"IA_I526";"IA_I528";"IA_I529";"IA_I530";"IA_I531";"IA_I532";"IA_I533";"IA_I534";"IA_I535";"IA_I536";"IA_I537";"IA_I538";"IA_I539";"IA_I540";"IA_I541";"IA_I542";"IA_I543";"IA_OBS1";"IA_OBS2";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C2B_1";"IA_C2B_2";"IA_C2B_3";"IA_C2B_4";"IA_C2B_5";"IA_C2B_6";"IA_C2B_7";"IA_C2B_8";"IA_C2B_9";"IA_C2B_10";"IA_C2B_11";"IA_C2B_12";"IA_C2B_13";"IA_C2B_14";"IA_C2B_15";"IA_C2B_17";"IA_C2B_16";"IA_C2B_18";"IA_C2B_19";"IA_C2B_20";"IA_C2B_21";"IA_C2B_22";"IA_C2B_23";"IA_C2B_24";"IA_C2B_25";"IA_C3";"IA_C4";"INTENCIONGR";"INTENCIONGALTERR";"VOTOSIMG";"RECUVOTOGR";"RECUERDO";"ESTUDIOS";"CNO11R";"CLASESUB";"PESO";"PESOCCAA"
3413;21696;995;1;4;0;3;0;3;2;1;40;1;4;2;5;11;16;22;8;20;98;8;3;2;0;10;5;1;1;1;1;1;6;3;7;4;2;7;7;1;7;1;7;1;7;1;7;7;7;7;1;7;7;7;7;1;7;7;7;0;0;5;0;7;0;6;0;1;0;0;0;0;1;0;0;0;0;8;0;0;0;1;3;9997;3;6;2;1;1;1;1;10;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;"";"";1;7;23;6;11;2;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;3;2;3;3;3;4;10;4;0,95032;0,9273
3413;45189;2144;1;4;0;3;0;3;2;2;32;1;2;2;4;8;51;76;8;76;51;97;9977;0;5;8;5;1;1;1;1;4;2;3;3;3;3;7;7;7;7;7;1;7;7;7;7;7;7;7;1;1;7;7;7;7;7;7;7;0;0;0;0;0;3;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;5;5;3;6;6;0;2;1;2;1;3;3;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;7;0;"";"";3;7;23;1;16;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9977;0;9977;5;5;4;1;2;1,07519;0,96253
3413;139789;4003;1;4;0;3;0;3;2;1;71;1;3;3;4;24;1;98;52;97;99;2;2;3;0;10;10;1;1;1;1;1;9;1;6;4;1;7;1;1;1;1;1;1;1;1;7;1;7;7;1;1;7;1;1;1;1;7;7;0;1;1;1;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;0;0;1;5;2;3;7;2;3;1;2;0;0;5;11;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;1;"";"";5;7;23;3;16;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;3;2;5;5;5;12;6;0,94727;0,88346
3413;60461;2807;1;4;0;3;0;3;2;1;21;1;5;2;4;55;58;8;7;20;1;1;6;9997;0;5;5;1;7;1;1;5;0;2;3;4;0;7;7;7;7;7;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6;2;0;6;0;3;4;0;0;9;99;3;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;23;0;0;0;0;19;2;"";"";3;7;23;1;11;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;6;9997;6;0;9997;1;16;9;1,13764;1,00803
3413;93676;3531;1;4;0;3;0;1;2;2;43;1;2;2;4;98;99;99;8;54;1;98;2;1;0;10;5;1;1;1;1;5;5;5;5;3;3;7;7;7;7;7;1;7;7;7;7;7;7;7;1;7;7;7;7;7;7;7;7;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;2;3;4;1;3;1;1;1;5;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;3;0;"";"";4;7;23;2;10;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;1;2;1;1;3;5;2;1,22732;1,86108
3413;1188;45;1;4;0;3;0;2;2;2;75;1;1;5;2;1;3;99;75;3;99;1;2;8;0;10;7;1;7;7;7;7;0;0;0;3;0;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;0;3;4;3;3;0;0;5;98;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;29;0;0;0;0;28;1;"";"";30;6;23;5;16;3;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;21;2;2;2;1;15;8;2,01859;3,10339
3413;1243;47;1;4;13;2;0;5;2;2;47;1;3;2;4;51;25;99;25;6;22;96;2;9998;0;10;5;1;1;1;1;1;98;98;98;4;2;7;1;1;7;7;1;7;1;1;7;7;7;7;1;7;7;7;7;1;7;7;7;0;3;98;0;0;2;0;5;4;0;0;0;0;1;0;0;0;0;4;0;0;0;1;2;2;3;13;4;0;5;1;1;2;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;7;0;"";"";30;6;23;5;14;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;9998;2;2;2;6;2;2;0,9096;0,90534
3413;2020;81;1;4;13;2;0;5;2;1;60;1;1;2;4;8;26;1;1;8;97;2;2;9997;0;10;8;1;1;1;1;4;8;1;1;4;1;1;7;1;1;1;1;1;1;1;7;1;7;7;1;1;7;7;1;1;7;7;7;1;0;1;1;1;1;1;1;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;2;2;3;9;1;5;1;2;0;0;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;"";"";30;6;23;5;14;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;9997;2;2;2;6;12;2;0,89761;0,83603
3413;3824;157;1;4;13;2;0;5;2;1;48;1;3;4;5;35;24;98;8;9;98;2;2;9997;0;10;5;1;1;1;1;1;5;3;3;4;2;7;7;1;1;1;1;1;1;1;7;1;1;1;1;7;7;1;1;1;1;7;7;0;0;1;2;6;3;2;1;1;0;1;3;3;1;0;0;3;1;4;1;0;0;1;2;2;3;7;2;2;1;1;1;3;4;12;2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;26;0;0;0;0;31;0;"";"";30;6;23;5;24;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;9997;2;2;2;5;3;5;0,88031;0,78998
3413;9891;411;1;4;13;2;0;5;2;1;34;1;3;2;4;35;13;8;35;46;8;97;3;8995;0;10;8;1;1;1;1;1;2;1;3;4;3;1;1;1;1;1;1;1;1;1;7;1;1;7;1;1;1;1;1;1;7;7;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;2;1;2;0;0;1;1;5;9997;3;13;2;3;2;1;2;1;2;2;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;1;1;"";"";30;6;23;5;16;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;8995;3;5;5;6;1;1;0,94348;0,80391
3413;9942;415;1;4;13;2;0;5;2;2;35;1;2;4;4;8;76;51;8;51;29;97;9998;0;9998;10;5;1;1;1;1;4;6;7;4;3;3;1;1;1;1;1;1;1;1;1;1;7;1;1;1;1;7;7;1;1;1;1;1;5;5;5;5;7;7;7;4;6;5;0;4;4;6;5;0;0;4;4;7;4;4;1;9977;9999;3;12;1;5;2;4;0;0;6;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";30;6;23;5;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;9998;9977;9977;6;16;2;0,98357;0,89955
3413;11001;453;1;4;13;2;0;5;2;1;30;1;1;4;5;42;9;98;42;8;99;1;1;9;0;7;1;1;1;1;1;9;3;7;1;2;2;7;7;7;7;7;1;7;1;1;7;7;7;7;1;7;7;7;1;7;7;7;7;0;0;0;0;0;7;0;1;1;0;0;0;0;8;0;0;0;3;0;0;0;0;1;4;1;3;4;6;0;2;1;1;3;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"";"";30;6;23;5;19;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;21;1;4;4;3;3;3;0,94348;0,80391
3413;13251;553;1;4;13;2;0;5;2;1;32;1;4;3;2;51;18;17;58;24;35;2;2;3;0;10;5;1;1;1;1;1;5;3;4;4;3;7;7;7;7;1;1;7;1;1;7;7;7;1;1;1;1;7;1;1;7;7;7;0;0;0;0;98;98;0;98;2;0;0;0;98;5;98;98;0;98;98;0;0;0;1;2;2;3;5;2;2;1;1;3;3;5;3;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;7;0;"";"";30;6;23;5;17;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;3;2;2;2;5;3;2;0,94348;0,80391
3413;22525;1050;1;4;13;2;0;5;1;1;74;1;1;2;4;13;8;3;3;97;99;3;3;2;0;10;9;1;1;1;1;1;8;1;10;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;1;1;2;1;1;99;1;1;2;2;1;3;1;1;1;1;3;3;3;6;2;2;1;2;0;0;2;5;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;10;0;0;0;0;5;0;"";"";1;7;23;6;14;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;2;3;3;3;4;12;4;0,89879;0,81186
3413;23508;1110;1;4;13;2;0;5;2;1;41;1;4;2;5;51;50;13;50;22;6;96;9997;0;9997;0;10;1;1;1;1;1;1;1;1;4;4;7;7;1;1;1;1;1;1;1;7;1;7;7;1;7;7;7;1;1;7;7;7;0;0;1;1;1;1;1;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;2;2;3;5;6;0;1;1;1;6;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;11;0;"";"";1;7;23;6;17;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9997;0;9997;2;2;5;6;2;0,90168;0,85213
3413;34618;1683;1;4;13;2;0;5;2;2;44;1;2;2;2;11;51;1;8;97;99;2;2;9997;0;9;8;1;1;1;1;6;7;5;5;3;1;7;7;1;1;1;1;1;1;1;7;1;7;7;1;7;7;7;7;1;7;7;7;0;0;3;4;4;4;4;3;4;0;4;0;0;3;0;0;0;0;4;0;0;0;1;2;2;3;11;1;3;1;1;1;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;5;1;"";"";3;7;23;1;15;1;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;9997;2;2;2;6;2;2;0,98357;0,89955
3413;53169;2511;1;4;13;2;0;5;2;1;63;1;2;2;4;24;18;8;49;22;6;3;3;2;0;10;8;1;1;1;1;1;4;1;4;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;5;3;11;2;2;1;1;2;99;1;3;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;19;0;0;0;0;15;1;"";"";3;7;23;1;18;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;2;3;3;3;6;99;2;0,89761;0,83603
3413;54032;2553;1;4;13;2;0;5;2;1;45;1;5;1;5;24;50;99;24;76;18;3;3;9993;0;10;10;1;1;1;1;1;1;1;10;4;4;1;1;1;1;1;1;1;1;1;7;1;1;7;1;1;7;1;1;1;1;7;7;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;0;0;1;4;3;3;8;5;0;1;1;1;2;1;96;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";3;7;23;1;13;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;9993;3;4;4;6;2;6;0,88031;0,78998
3413;62104;2862;1;4;13;2;0;5;2;1;36;1;2;2;5;51;22;96;78;97;99;97;6;9997;0;10;99;1;1;1;1;4;3;5;5;4;3;7;1;1;1;1;1;1;1;1;7;7;1;1;1;7;1;7;7;1;7;7;7;0;5;6;5;5;5;6;6;7;0;0;5;5;6;0;5;0;0;5;0;0;0;1;6;6;3;7;3;6;2;1;5;3;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"";"";3;7;23;1;27;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;6;9997;6;6;6;5;3;2;0,90168;0,85213
3413;63204;2902;1;4;13;2;0;5;1;1;46;1;9;3;5;11;1;18;11;1;18;97;6;8995;0;6;99;1;1;1;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;4;1;1;1;8;0;9997;3;11;1;5;2;1;1;99;9;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;3;1;"";"";3;7;23;1;19;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;6;8995;6;0;9998;6;99;4;0,88031;0,78998
3413;142570;4099;1;4;13;2;0;5;2;1;50;1;1;2;1;13;9;6;9;6;18;1;9998;0;1;10;5;1;1;1;1;7;4;6;1;2;4;1;1;1;1;1;1;1;1;1;7;1;7;7;1;1;7;1;1;1;7;7;7;6;6;3;5;7;7;6;4;4;0;6;0;0;2;6;0;5;6;6;0;0;0;1;1;1;3;5;4;0;1;1;1;4;3;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";5;7;23;3;16;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;1;1;1;5;4;4;0,88031;0,78998
3413;143115;4113;1;4;13;2;0;5;1;2;86;1;2;4;4;58;99;99;12;99;99;1;1;2;0;98;10;1;7;7;7;10;0;0;0;2;0;7;7;7;7;1;1;7;1;1;7;7;1;1;1;1;7;1;1;1;1;1;1;0;0;0;0;8;10;0;8;8;0;0;9;10;9;10;0;8;8;9;9;7;5;2;0;1;2;0;1;1;3;3;0;0;6;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";5;7;23;3;30;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;2;1;0;9997;1;15;5;1,63586;2,13285
3413;20679;923;1;4;0;3;0;2;2;1;49;1;5;2;2;6;50;22;22;6;34;1;1;2;0;10;4;1;1;1;1;7;7;6;1;3;3;7;7;1;1;1;1;1;1;1;7;1;1;7;1;1;7;1;1;1;7;7;7;0;0;3;5;6;7;6;6;6;0;5;5;0;2;5;0;5;6;6;0;0;0;2;0;1;3;12;5;0;1;1;1;2;4;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;12;0;"";"";1;7;23;6;17;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;2;1;0;9997;6;2;2;1,08627;1,14945
3413;46107;2202;1;4;0;3;0;2;2;2;76;1;5;1;3;58;98;99;29;54;98;98;1;2;0;10;10;1;7;1;7;10;0;7;0;1;0;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;1;5;0;3;2;0;0;6;3;2;0;0;0;0;0;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;26;1;0;0;0;13;0;"";"";5;7;23;3;21;1;1;1;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;2;1;1;1;1;12;2;2,01859;3,10339
3413;59760;2776;1;4;0;3;0;1;2;1;70;1;5;3;2;98;99;99;29;97;99;1;9998;0;1;6;7;1;7;1;1;7;0;6;7;9;0;7;7;7;7;7;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;9997;3;2;9;0;2;2;0;0;6;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"";"";3;7;23;1;13;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;1;2;2;2;12;6;1,12154;1,67964
3413;23093;1086;1;4;0;3;0;3;2;1;25;1;3;2;4;11;3;97;1;3;97;97;2;9997;0;9;6;1;1;1;1;3;6;5;4;4;3;7;7;7;7;7;1;7;1;1;7;7;7;7;1;7;7;7;7;1;7;7;7;0;0;0;0;0;6;0;2;3;0;0;0;0;2;0;0;0;0;4;0;0;0;1;2;2;3;12;5;0;2;1;1;3;4;4;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;3;0;"";"";1;7;23;6;14;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;9997;2;2;2;6;3;3;0,99437;0,87482
3413;63627;2913;1;4;0;3;0;3;2;2;23;1;4;2;2;8;12;23;8;12;23;1;1;21;0;9;4;1;1;1;1;8;5;9;1;2;3;7;7;7;7;1;1;7;1;7;7;7;7;7;1;1;7;7;7;1;7;7;7;0;0;0;0;2;9;0;6;0;0;0;0;0;8;7;0;0;0;7;0;0;0;1;4;1;3;10;4;0;2;1;1;5;5;5;2;0;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;0;1;2;0;89;0;0;0;0;73;1;"";"";3;7;23;1;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;21;1;4;4;6;5;4;1,15577;0,96678
3413;139985;4010;1;4;0;3;0;3;2;2;75;1;5;3;5;98;99;99;20;98;99;98;9998;0;9998;10;1;1;7;1;7;5;0;8;0;3;0;7;7;7;7;7;1;7;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;8;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;2;1;4;3;2;0;0;6;98;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";5;7;23;3;23;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;9998;1;1;2;12;8;1,7241;2,32097
3413;48522;2312;1;4;0;3;0;3;2;1;64;1;2;2;2;54;16;70;29;97;99;1;1;21;0;9;5;1;1;1;1;7;3;6;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;6;7;5;8;9;7;8;6;7;6;6;7;0;5;7;7;8;8;8;8;7;7;1;1;1;3;11;2;2;2;2;0;0;1;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14;0;0;0;0;12;0;"";"";3;7;23;1;14;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;21;1;1;1;6;12;2;0,94603;0,90978
3413;19488;856;1;4;79;3;0;5;2;1;40;1;3;4;5;49;97;99;8;97;99;2;2;9997;0;10;7;1;1;1;1;1;6;1;6;4;2;7;7;1;1;1;1;1;1;1;7;7;7;7;1;7;7;1;1;1;7;7;7;0;0;98;5;5;1;6;1;1;0;0;0;0;1;0;0;5;1;1;0;0;0;1;2;2;3;8;2;1;1;1;1;3;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;3;0;"";"";1;7;23;6;13;1;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;2;9997;2;2;2;6;3;3;0,90168;0,85213
3413;24196;1148;1;4;79;3;0;5;2;1;41;1;4;2;1;51;8;17;16;54;8;1;1;21;0;10;3;1;1;1;1;9;4;9;1;1;3;7;1;1;1;1;1;1;1;1;7;1;7;7;1;1;7;1;1;1;7;7;7;0;7;8;8;9;9;7;7;9;0;10;0;0;8;9;0;7;7;6;0;0;0;1;1;1;3;6;5;0;2;1;1;5;3;4;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;28;0;0;0;0;17;1;"";"";1;7;23;6;18;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;21;1;1;1;4;5;3;0,90168;0,85213
